fc_id,url,claim_short,claim_source,verdict_img,claim,date,categories
the-flu-shot-is-safe-and-does-not-cause-cancer-contrary-to-popular-claim-by-chiropractor__.html,https://healthfeedback.org/claimreview/the-flu-shot-is-safe-and-does-not-cause-cancer-contrary-to-popular-claim-by-chiropractor/,The flu shot is made with cancer-causing ingredients,https://archive.md/TEHi8,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,The flu shot is made with cancer-causing ingredients,28 Apr. 2018,"[""Inadequate support"", ""Inaccurate""]"
the-flu-shot-is-safe-for-pregnant-women-does-not-increase-the-risk-of-spontaneous-abortion__.html,https://healthfeedback.org/claimreview/the-flu-shot-is-safe-for-pregnant-women-does-not-increase-the-risk-of-spontaneous-abortion/,"4,250% increase in fetal deaths reported to VAERS after flu shot given to pregnant women",https://archive.fo/apzXT,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"4,250% increase in fetal deaths reported to VAERS after flu shot given to pregnant women",25 Nov. 2012,"[""Misrepresents a complex reality"", ""Misleading""]"
the-group-doctors-for-truth-spreads-misinformation-about-the-impact-of-the-covid-19-pandemic-the-vir.html,https://healthfeedback.org/claimreview/the-group-doctors-for-truth-spreads-misinformation-about-the-impact-of-the-covid-19-pandemic-the-virus-and-the-reliability-of-diagnostic-tests/,COVID-19 is a type of flu and is not a pandemic; PCR tests are up to 94% false positive; only 98 COVID-19 related deaths have been reported in Ireland.,https://www.facebook.com/655922527/videos/10158639455972528/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,COVID-19 is a type of flu and is not a pandemic; PCR tests are up to 94% false positive; only 98 COVID-19 related deaths have been reported in Ireland.,15 Oct. 2020,"[""Factually Inaccurate"", ""Unsupported""]"
the-june-2020-spike-in-u-s-covid-19-cases-indicates-a-rising-percentage-of-infections-and-is-not-sim.html,https://healthfeedback.org/claimreview/the-june-2020-spike-in-u-s-covid-19-cases-indicates-a-rising-percentage-of-infections-and-is-not-simply-an-artifact-of-more-testing/,There's a ‘spike’ in [COVID-19] cases because there's a spike in testing.,https://archive.fo/NHp6T,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,There's a ‘spike’ in [COVID-19] cases because there's a spike in testing.,30 June 2020,"[""Flawed reasoning""]"
the-krippin-virus-in-i-am-legend-was-intended-as-a-cancer-cure-not-used-as-a-vaccine__.html,https://healthfeedback.org/claimreview/the-krippin-virus-in-i-am-legend-was-intended-as-a-cancer-cure-not-used-as-a-vaccine/,"Remember, in ‘I Am Legend,’ the sickness didn’t make the zombies. The vaccination did.",https://archive.md/OfIC0,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Remember, in ‘I Am Legend,’ the sickness didn’t make the zombies. The vaccination did.",9 Dec. 2020,"[""Factually inaccurate""]"
the-lethality-of-covid-19-is-much-higher-than-the-flu-the-biden-press-corps-didnt-say-covid-19-was-a.html,https://healthfeedback.org/claimreview/the-lethality-of-covid-19-is-much-higher-than-the-flu-the-biden-press-corps-didnt-say-covid-19-was-a-hoax/,the case fatality rate of COVID-19 is 0.1% to 0.3% which is the same exact case fatality rate as the regular seasonal flu; Biden’s press corps admits COVID-19 was a hoax,https://archive.is/RTzjl,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,the case fatality rate of COVID-19 is 0.1% to 0.3% which is the same exact case fatality rate as the regular seasonal flu; Biden’s press corps admits COVID-19 was a hoax,27 Jan. 2021,"[""Cherry-picking"", ""Factually Inaccurate"", ""Misleading""]"
the-main-cause-of-death-in-covid-19-patients-is-respiratory-insufficiency-arising-from-viral-pneumon.html,https://healthfeedback.org/claimreview/the-main-cause-of-death-in-covid-19-patients-is-respiratory-insufficiency-arising-from-viral-pneumonia-not-clotting-disorder-as-claimed-in-viral-social-media-posts/,"""Autopsies performed by the Italian pathologists [have] shown that [COVID-19] is not pneumonia but it is disseminated intravascular coagulation""",http://archive.vn/2Y1CB,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"It is now clear that the whole world has been attacking the so-called coronavirus pandemic wrongly due to a serious pathophysiological diagnosis error. ... Autopsies performed by the Italian pathologists [have] shown that it is not pneumonia but it is disseminated intravascular coagulation (thrombosis) which ought to be fought with antibiotics, antivirals, anti-inflammatories and anticoagulants.",1 May 2020,"[""Inaccurate"", ""Unsupported"", ""Misleading""]"
the-majority-of-covid-19-hospitalizations-in-the-u-k-are-among-unvaccinated-people__.html,https://healthfeedback.org/claimreview/the-majority-of-covid-19-hospitalizations-in-the-u-k-are-among-unvaccinated-people/,60% of people being admitted to hospital with COVID-19 in England have had two doses of a coronavirus vaccine,https://archive.is/usI1g,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"60% of people being admitted to hospital with COVID-19 in England have had two doses of a coronavirus vaccine, according to the government's chief scientific adviser",19 Jul. 2021,"[""Factually inaccurate"", ""Lack of context""]"
the-mrna-covid-19-vaccines-arent-operating-systems-and-wont-transform-the-human-body-into-a-virus-ma.html,https://healthfeedback.org/claimreview/the-mrna-covid-19-vaccines-arent-operating-systems-and-wont-transform-the-human-body-into-a-virus-making-factory/,The mRNA vaccine is an operating system that takes over the machinery of your cells ; ...by the time you get your fourth shot your body will be making all four proteins that make up the COVID-19 virus.,https://web.archive.org/web/20210401233617/https://www.instagram.com/tv/CNCQqw5jN2X/?igshid=1wcx3aq1uqyy9,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"The mRNA vaccine is an operating system that takes over the machinery of your cells, [...] so that your body starts to produce the same viral proteins that made you sick. ; The vaccine they’re giving out now causes the body to produce the S protein, the spike protein, so that’s why people test positive for HIV. ;  you will literally become a viral making factoryafter vaccination ; Why the CDC has [sic] an emergency program for the coming zombie preparedness? […] Where are you going to get all these zombies from? It’s called the mRNA vaccine.",28 Mar. 2021,"[""Factually inaccurate""]"
the-number-of-covid-19-deaths-over-the-entire-pandemic-is-higher-in-the-u-s-than-europe-even-when-co.html,https://healthfeedback.org/claimreview/the-number-of-covid-19-deaths-over-the-entire-pandemic-is-higher-in-the-u-s-than-europe-even-when-controlling-for-population-size/,"The U.S. has a better handle on [COVID-19] than Europe; the disease is less deadly here than it is in most of Europe, based on case fatality data",https://archive.is/a6qns,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"The U.S. has a better handle on [COVID-19] than Europe; the disease is less deadly here than it is in most of Europe, based on case fatality data; coronavirus cases are now exploding in Europe at rates far higher than the U.S., and, the share of positive test results is higher in Europe, as is the case fatality rate",29 Oct. 2020,"[""Cherry-picking"", ""Inaccurate""]"
the-number-of-new-covid-19-cases-fell-and-daily-vaccination-increased-in-early-2021-but-no-indicatio.html,https://healthfeedback.org/claimreview/the-number-of-new-covid-19-cases-fell-and-daily-vaccination-increased-in-early-2021-but-no-indication-that-it-was-due-to-u-s-president-biden-taking-office/,COVID-19 cases are down by 50% and daily vaccinations have increased by 85% since Biden took office,https://archive.is/9ZjzP,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,COVID-19 cases are down by 50% and daily vaccinations have increased by 85% since Biden took office,16 Feb. 2021,"[""Lacks context"", ""Factually inaccurate""]"
the-nuremberg-code-specifically-addresses-experimentation-covid-19-vaccines-arent-experimental-and-t.html,https://healthfeedback.org/claimreview/the-nuremberg-code-specifically-addresses-experimentation-covid-19-vaccines-arent-experimental-and-therefore-dont-violate-the-code-candace-owens/,Nuremberg codes stipulate that consent must be voluntary […] Threatening someone’s livelihood unless they take an experimental vaccine is NOT voluntary consent.,https://web.archive.org/web/20210712215043/https:/www.facebook.com/plugins/post.php?href=https%3A%2F%2Fweb.facebook.com%2FrealCandaceOwens%2Fposts%2F5721797974558023&show_text=true&width=500,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Nuremberg codes [sic] stipulate that consent must be voluntary. Telling a child they cannot go to school, firing people from work, or preventing their travel is NOT voluntary consent. Threatening someone’s livelihood unless they take an experimental vaccine is NOT voluntary consent.",7 Jul. 2021,"[""Inaccurate"", ""Misleading""]"
the-percentage-of-excess-deaths-in-the-u-s-not-directly-caused-by-covid-19-range-from-14-to-33-it-re.html,https://healthfeedback.org/claimreview/the-percentage-of-excess-deaths-in-the-u-s-not-directly-caused-by-covid-19-range-from-14-to-33-it-remains-unclear-how-lockdowns-influenced-excess-mortality/,a third of excess deaths in the United States during the COVID-19 pandemic could not be directly attributed to the coronavirus; One reason for the high amount of excess deaths not attributable to COVID-19 has been disruptions in health services caused by lockdowns.,https://archive.is/EKPAJ,https://healthfeedback.org/wp-content/uploads/tags/HTag_Mostly_Accurate.png,a third of excess deaths in the United States during the COVID-19 pandemic could not be directly attributed to the coronavirus; One reason for the high amount of excess deaths not attributable to COVID-19 has been disruptions in health services caused by lockdowns,18 Oct. 2020,"[""Mostly accurate"", ""Inadequate support""]"
the-spread-of-covid-19-is-not-related-in-any-way-to-the-deployment-of-5g__.html,https://healthfeedback.org/claimreview/the-spread-of-covid-19-is-not-related-in-any-way-to-the-deployment-of-5g/,5G plays a part in this ‘plandemic’ ... The cases of COVID-19 are directly related to electromagnetic radiation exposure by 5G,https://archive.fo/txk5C,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,5G plays a part in this ‘plandemic’ ... A study demonstrates clearly the most likely probability that the COVID-19 hypoxic injuries and hospital admissions are directly related to electromagnetic radiation exposure by 5G Networks ... the revelation of this data seems irrefutable.,4 May 2020,"[""Flawed reasoning"", ""Cherry picking""]"
the-u-s-leads-the-world-in-number-of-covid-19-vaccine-doses-administered-but-not-in-the-proportion-o.html,https://healthfeedback.org/claimreview/the-u-s-leads-the-world-in-number-of-covid-19-vaccine-doses-administered-but-not-in-the-proportion-of-the-population-vaccinated/,"In five weeks, America has administered the most COVID vaccine shots than any other country in the world.",https://archive.is/ecRIr,https://healthfeedback.org/wp-content/uploads/tags/HTag_Mostly_Accurate.png,"In five weeks, America has administered the most COVID vaccine shots than any other country in the world.",1 Mar. 2021,"[""Accurate"", ""Lacks context""]"
the-u-s-national-childhood-vaccine-injury-act-does-not-stop-people-from-suing-vaccine-manufacturers_.html,https://healthfeedback.org/claimreview/the-u-s-national-childhood-vaccine-injury-act-does-not-stop-people-from-suing-vaccine-manufacturers/,"According to the 1986 National Childhood Vaccine Injury Act, you cannot sue a vaccine manufacturer if the vaccine has harmed and/or killed someone",https://archive.md/OYp8S,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"According to the 1986 National Childhood Vaccine Injury Act, you cannot sue a vaccine manufacturer if the vaccine has harmed and/or killed someone; An infertility drug [in the tetanus vaccine] sterilized over 500,000 Kenyan women under the Bill and Melinda Gates Foundation; Vaccines are ‘unavoidably unsafe’",15 Dec. 2020,"[""Inaccurate""]"
the-u-s-sees-record-numbers-of-daily-new-covid-19-cases-and-hospitalizations-in-november-2020__.html,https://healthfeedback.org/claimreview/the-u-s-sees-record-numbers-of-daily-new-covid-19-cases-and-hospitalizations-in-november-2020/,"There were 144,305 newly reported COVID-19 cases in the United States today. This beats the previous record of 133,819 cases reported on Monday, November 9. This is the 8th day in a row with over 100,000 cases reported.",https://archive.is/ODLW9,https://healthfeedback.org/wp-content/uploads/tags/HTag_Accurate.png,"There were 144,305 newly reported COVID-19 cases in the United States today. This beats the previous record of 133,819 cases reported on Monday, November 9. This is the 8th day in a row with over 100,000 cases reported.",11 Nov. 2020,"[""Accurate""]"
the-use-of-face-masks-reduces-the-transmission-of-covid-19-and-doesnt-lead-to-oxygen-deficiency-or-c.html,https://healthfeedback.org/claimreview/the-use-of-face-masks-reduces-the-transmission-of-covid-19-and-doesnt-lead-to-oxygen-deficiency-or-carbon-dioxide-buildup-in-the-bloodstream/,Both medical and non-medical face masks are ineffective to reduce transmission and infectivity of COVID-19; long-term consequences of wearing face masks on health are detrimental [including hypoxemia and hypercapnia],https://web.archive.org/web/20210419072550/https:/americanconservativemovement.com/2021/04/17/stanford-study-quietly-published-at-nih-gov-proves-face-masks-are-absolutely-worthless-against-covid/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,Stanford study quietly published at NIH.gov proves face masks are absolutely worthless against Covid; both medical and non-medical face masks are ineffective to reduce human-to-human transmission and infectivity of SARS-CoV-2 and COVID-19; long-term consequences of wearing face masks on health are detrimental wearing facemasks [causes] chronic mild or moderate hypoxemia and hypercapnia,18 Apr. 2021,"[""Factually inaccurate""]"
the-virus-that-causes-covid-19-can-survive-on-solid-surfaces-for-days-but-infection-risk-from-contam.html,https://healthfeedback.org/claimreview/the-virus-that-causes-covid-19-can-survive-on-solid-surfaces-for-days-but-infection-risk-from-contaminated-objects-is-unknown/,[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,https://archive.fo/HH7Im,https://healthfeedback.org/wp-content/uploads/tags/HTag_Partially_Correct.png,[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,17 Mar 2020,"[""Overstates scientific confidence:"", ""Unsupported:""]"
the-virus-that-causes-covid-19-exists-and-was-identified-and-isolated-multiple-times-by-independent-.html,https://healthfeedback.org/claimreview/the-virus-that-causes-covid-19-exists-and-was-identified-and-isolated-multiple-times-by-independent-research-groups/,The COVID-19 virus does not exist; The virus has never been isolated,https://archive.vn/41osn,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,The COVID-19 virus does not exist; The virus has never been isolated; the virus does not fulfil Koch’s postulates,10 Dec. 2020,"[""Inaccurate""]"
the-world-health-organization-doesnt-recommend-ivermectin-as-a-covid-19-treatment-the-drugs-safety-a.html,https://healthfeedback.org/claimreview/the-world-health-organization-doesnt-recommend-ivermectin-as-a-covid-19-treatment-the-drugs-safety-and-effectiveness-remains-uncertain-in-covid-19-patients/,"WHO data shows [that] ivermectin reduces COVID-19 mortality by 81%, but they won’t recommend it?",https://archive.is/g11nU,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"WHO data shows [that] ivermectin reduces COVID-19 mortality by 81%, but they won’t recommend it?",13 Apr. 2021,"[""Cherry-picking"", ""Unsupported""]"
the-world-health-organization-states-that-covid-19-vaccination-for-children-is-less-urgent-but-doesn.html,https://healthfeedback.org/claimreview/the-world-health-organization-states-that-covid-19-vaccination-for-children-is-less-urgent-but-doesnt-recommend-against-it/,The WHO says children should not receive COVID-19 vaccines,https://archive.is/bj5lV,https://healthfeedback.org/wp-content/uploads/tags/HTag_Lacks_Context.png,The WHO says children should not receive COVID-19 vaccines,22 June 2021,"[""Lacks context""]"
there-have-been-more-covid-19-deaths-than-abortions-worldwide-over-two-days-since-june-2020__.html,https://healthfeedback.org/claimreview/there-have-been-more-covid-19-deaths-than-abortions-worldwide-over-two-days-since-june-2020/,More babies will die by abortion in two days than all the coronavirus deaths thus far,https://archive.is/8jacd,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,More babies will die by abortion in two days than all the coronavirus deaths thus far,18 Sep. 2020,"[""Inaccurate""]"
there-is-currently-no-cure-for-aids-reports-to-the-contrary-are-incorrect__.html,https://healthfeedback.org/claimreview/there-is-currently-no-cure-for-aids-reports-to-the-contrary-are-incorrect/,AIDS was cured in more than a dozen patients,https://archive.ph/7Uk5l,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,"After I cured my 13th AIDS patient, my mother said ‘They're gonna get you’ and I said ‘What do you mean they're gonna get me?’""",1 Apr. 2019,"[""Incorrect""]"
there-is-no-conclusive-evidence-that-the-pfizer-biontech-covid-19-vaccine-contains-graphene-oxide__.html,https://healthfeedback.org/claimreview/there-is-no-conclusive-evidence-that-the-pfizer-biontech-covid-19-vaccine-contains-graphene-oxide/,These Spanish researchers have found that over 99 percent of the Pfizer vaccine is graphene oxide.,https://archive.md/o0ben,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"The group is called La Quinta Columna, the fifth column, and they are associated with the University of Almería, but what they did was they got a Pfizer vial […] and here’s the shocking information ; ‘These Spanish researchers have found that over 99 percent of the Pfizer vaccine is graphene oxide",5 Jul. 2021,"[""Unsupported"", ""Misleading""]"
there-is-no-evidence-supporting-the-claim-that-preexisting-t-cell-immunity-reduces-covid-19-mortalit.html,https://healthfeedback.org/claimreview/there-is-no-evidence-supporting-the-claim-that-preexisting-t-cell-immunity-reduces-covid-19-mortality-and-infection-rate-such-cross-reactive-t-cells-predate-the-pandemic/,"the reason why the death rate is so low is because our body has another way to create immunity that goes beyond just the antibodies, it’s called the memory T cells",https://archive.is/ANIz3,https://healthfeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png,"infection rate increased in October 2020 relatively to April while positivity dropped. Death rate dropped in October 2020 compared to April. The lower October death rate in Sweden indicates that the country has reached herd immunity. the reason why the death rate is so low is because our body has another way to create immunity that goes beyond just the antibodies, it’s called the memory T cells",28 Oct. 2020,"[""Flawed reasoning"", ""Inadequate support"", ""Lacks context""]"
there-is-no-evidence-that-eating-cucumbers-reduces-the-risk-of-cancer-cucumbers-contain-cucurbitacin.html,https://healthfeedback.org/claimreview/there-is-no-evidence-that-eating-cucumbers-reduces-the-risk-of-cancer-cucumbers-contain-cucurbitacin-b-which-could-be-a-candidate-for-developing-new-anti-cancer-drugs-ethan-evers-the-eden-prescription/,"Cucumber kills lung cancer cells; cucurbitacin B suppressed growth of human lung cancer cells by 90%, reduced their ability to invade surrounding tissues by 75% and reduced migration ability by 88%",https://archive.ph/86UGl,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Cucumber kills lung cancer cells; people eating cucumber every day had a remarkable 71% less risk for lung cancer; cucurbitacin B suppressed growth of human lung cancer cells by 90%, reduced their ability to invade surrounding tissues by 75% and reduced migration ability by 88%. When fed to mice, this natural compound resulted in lung tumors 67% smaller than untreated mice",26 Apr. 2021,"[""Unsupported"", ""Lack of context""]"
there-is-no-evidence-that-luciferase-is-an-ingredient-in-the-covid-19-vaccines__.html,https://healthfeedback.org/claimreview/there-is-no-evidence-that-luciferase-is-an-ingredient-in-the-covid-19-vaccines/,Luciferase is in the COVID-19 vaccines to tag and track people,https://archive.ph/Kp0w6,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"why would Big Pharma not disclose that Luciferase is an ingredient in the vaccines - since it’s clearly listed (in at least one patent from one company) as being used; Under the cover of vaccinating people, we are really preparing to tag and track people",4 Nov. 2021,"[""Factually Inaccurate""]"
there-is-no-evidence-that-the-delta-variant-of-sars-cov-2-has-a-lower-fatality-rate-than-the-wild-ty.html,https://healthfeedback.org/claimreview/there-is-no-evidence-that-the-delta-variant-of-sars-cov-2-has-a-lower-fatality-rate-than-the-wild-type-virus-craig-kelly-dan-bongino/,The fatality rate of the Delta variant of COVID-19 is lower than the original variant,https://archive.ph/0dhbj,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"The fatality rate of the Delta variant of COVID-19 is lower than the original variant. The latest data from the U.K. shows the case fatality rate for the Delta variant amongst the unvaccinated is 0.08%, which makes it less deadly that the normal flu. This Delta variant is one-tenth as deadly as the wild-type virus.",4 Jul. 2021,"[""Inadequate support"", ""Misleading""]"
there-is-no-evidence-that-vaccines-cause-autism-the-u-s-cdc-didnt-change-their-stance-on-the-subject.html,https://healthfeedback.org/claimreview/there-is-no-evidence-that-vaccines-cause-autism-the-u-s-cdc-didnt-change-their-stance-on-the-subject/,The CDC Finally Capitulated To ICAN’s Legal Demands and Removed the Claim that Vaccines Do Not Cause Autism From Its Website!,https://archive.vn/fmFxO,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"The CDC Finally Capitulated To ICAN’s Legal Demands and Removed the Claim that Vaccines Do Not Cause Autism From Its Website!, CDC removes claim ‘Vaccines do not cause autism’, Following ICAN Lawsuit, CDC Removes Claim ’Vaccines Do Not Cause Autism’ from its Website",21 Jan. 2021,"[""Inaccurate""]"
there-is-no-risk-of-or-infertility-from-covid-19-vaccines-as-sars-cov-2-proteins-and-placenta-protei.html,https://healthfeedback.org/claimreview/there-is-no-risk-of-or-infertility-from-covid-19-vaccines-as-sars-cov-2-proteins-and-placenta-proteins-are-different/,Covid Vaccine is Female Sterilization; SARS-CoV-2 vaccines may trigger an immune response against the placenta.,https://archive.is/q5ENl,https://healthfeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png,"Covid Vaccine is Female Sterilization; the vaccine contains a Spike protein called syncytin-1; we are also training the female body to attack syncytin-1, which could lead to infertility",2 Dec. 2020,"[""Factually Inaccurate"", ""Flawed reasoning""]"
tinnitus-isnt-a-sign-of-brain-death-even-though-it-arises-in-the-brain-no-cure-for-tinnitus-currentl.html,https://healthfeedback.org/claimreview/tinnitus-isnt-a-sign-of-brain-death-even-though-it-arises-in-the-brain-no-cure-for-tinnitus-currently-exists/,Tinnitus is your first real warning signal that your brain could be dying,https://archive.ph/5nCdC,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Tinnitus Breakthrough Discovered. Your Ears Aren’t Ringing… It’s Your Brain; 90% of the medications, treatments and therapies for tinnitus simply don’t work… Because they haven’t gotten to the ROOT of the cause; tinnitus is a disease of the networks connecting the brain, Tinnitus is your first real warning signal that your brain could be dying!; Tinnitus 911 pills make your brain immune to it all! Tinnitus, Alzheimer’s, Parkinson’s, dementia, brain tumors",2021,"[""Incorrect"", ""Factually inaccurate"", ""Inadequate support""]"
titanium-dioxide-face-masks-hasnt-been-associated-with-toxicity-health-problems__.html,https://healthfeedback.org/claimreview/titanium-dioxide-face-masks-hasnt-been-associated-with-toxicity-health-problems/,Face masks contain a cancer-causing compound; exposure to titanium dioxide ‘systematically exceeded the acceptable exposure level to TiO2 by inhalation’,https://web.archive.org/web/20221108150449/https:/childrenshealthdefense.org/defender/masks-titanium-dioxide-cancer-cola/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,Face masks contain a cancer-causing compound; exposure to titanium dioxide ‘systematically exceeded the acceptable exposure level to TiO2 by inhalation’,11 Mar. 2022,"[""Misrepresents source"", ""Inadequate support""]"
to-date-no-therapy-has-been-proven-effective-for-preventing-or-treating-covid-19-contrary-to-claim-b.html,https://healthfeedback.org/claimreview/to-date-no-therapy-has-been-proven-effective-for-preventing-or-treating-covid-19-contrary-to-claim-by-dolores-cahill/,There is no need for social distancing because we have a treatment for COVID-19,http://archive.vn/0Zd0O,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"The reason why I think that this SARS-corona-2 should now be downed to safety class 1, which means you don’t require any social distancing, is because we now know we have a preventive strategy and we have a treatment",19 May 2020,"[""Unsupported"", ""Incorrect""]"
tongue-deviation-might-help-to-detect-a-stroke-when-combined-with-other-signs-from-be-fast-acronym__.html,https://healthfeedback.org/claimreview/tongue-deviation-might-help-to-detect-a-stroke-when-combined-with-other-signs-from-be-fast-acronym/,"If the tongue is 'crooked', if it goes to one side or the other that is also an indication of a stroke.",https://www.facebook.com/photo.php?fbid=555369451190249&set=a.454346617959200&type=3&theater,https://healthfeedback.org/wp-content/uploads/tags/HTag_Correct.png,"Another 'sign' of a stroke is this: Ask the person to 'stick' out his tongue. If the tongue is 'crooked', if it goes to one side or the other that is also an indication of a stroke.",4 Mar. 2013,"[""Accurate""]"
too-early-for-conclusions-on-long-term-covid-19-immunity-but-some-findings-suggest-that-immune-memor.html,https://healthfeedback.org/claimreview/too-early-for-conclusions-on-long-term-covid-19-immunity-but-some-findings-suggest-that-immune-memory-against-the-virus-lasts-for-up-to-eight-months-and-possibly-longer/,COVID-19 immunity likely lasts for years,https://archive.vn/9UvOj,https://healthfeedback.org/wp-content/uploads/tags/HTag_Mostly_Accurate.png,COVID-19 immunity likely lasts for years,6 Jan. 2021,"[""Accurate"", ""Overstates scientific confidence""]"
triple-antibiotic-cream-or-gel-cannot-prevent-the-flu-may-also-worsen-antibiotic-resistance-due-to-i.html,https://healthfeedback.org/claimreview/triple-antibiotic-cream-or-gel-cannot-prevent-the-flu-may-also-worsen-antibiotic-resistance-due-to-indiscriminate-use/,Swabbing nostrils with triple antibiotic cream or gel will prevent the flu,https://www.facebook.com/hopea67/posts/10218045013610342,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,Swabbing nostrils with triple antibiotic cream or gel will prevent the flu,7 Dec. 2019,"[""Incorrect""]"
tromethamine-in-the-pfizer-biontech-covid-19-vaccine-for-children-acts-to-improve-the-stability-of-t.html,https://healthfeedback.org/claimreview/tromethamine-in-the-pfizer-biontech-covid-19-vaccine-for-children-acts-to-improve-the-stability-of-the-vaccine-it-isnt-in-the-vaccine-as-a-heart-medication/,"The Pfizer-BioNTech COVID-19 vaccine for children contains tromethamine, a heart attack medication with a lot of potentially serious side effects",https://archive.md/bVVou,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,They’ve replaced the saline buffer in the vaccine with a medication called tromethamine [..] That is a medication given to people after they suffer a heart attack. It’s a blood acid producer. It has a lot of potentially serious side effects,29 Oct. 2021,"[""Factually inaccurate"", ""Lack of context""]"
type-2-diabetes-risk-factor-alzheimers-but-evidence-doesnt-show-diabetes-causes-alzheimers__.html,https://healthfeedback.org/claimreview/type-2-diabetes-risk-factor-alzheimers-but-evidence-doesnt-show-diabetes-causes-alzheimers/,"Alzheimer’s most of the time is preventable. It’s not genetic, and it’s type 3 diabetes, which is insulin resistance of the brain",https://web.archive.org/web/20221010074749/https:/www.facebook.com/plugins/video.php?height=300&href=https%3A%2F%2Fwww.facebook.com%2Fjennilyn.griffiths%2Fvideos%2F%2F769940007642963%2F,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Alzheimer’s most of the time is preventable. It’s not genetic, and it’s type 3 diabetes, which is insulin resistance of the brain",29 Sep. 2022,"[""Inadequate support"", ""Misrepresents a complex reality""]"
u-s-covid-19-related-deaths-in-july-2020-may-not-be-as-low-as-preliminary-data-suggest__.html,https://healthfeedback.org/claimreview/u-s-covid-19-related-deaths-in-july-2020-may-not-be-as-low-as-preliminary-data-suggest/,Deaths from COVID-19 are nearing zero in the U.S.,https://archive.fo/KLYy8,https://healthfeedback.org/wp-content/uploads/tags/HTag_Partially_Correct.png,Deaths from COVID-19 are nearing zero in the U.S.,8 Jul. 2020,"[""Misleading"", ""Inadequate support""]"
u-s-prison-releases-complemented-other-strategies-to-limit-the-spread-of-covid-19-in-jails-and-priso.html,https://healthfeedback.org/claimreview/u-s-prison-releases-complemented-other-strategies-to-limit-the-spread-of-covid-19-in-jails-and-prisons-including-face-masks/,Masks don’t work; prisoners were released instead of being given masks,https://archive.ph/lJPIR/image,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,They lost me on the effectiveness of the masks when they released prisoners instead of just giving them masks.,2 Aug. 2021,"[""Inaccurate""]"
uk-excess-deaths-below-pandemic-peak-arent-linked-covid-19-vaccines__.html,https://healthfeedback.org/claimreview/uk-excess-deaths-below-pandemic-peak-arent-linked-covid-19-vaccines/,More people are dying now than at the peak of the pandemic; the COVID-19 vaccines are the cause of the excess deaths seen in late 2022,https://archive.ph/iZbIP,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"For the last six months, the U.K. has averaged over 1500 excess deaths a week, which is unheard of; We have got unexplainable excess deaths; more people are dying now than at the peak of the pandemic; All these excess deaths, over 2000 a week now, most of them are coming from heart conditions. This has all started since they rolled [the vaccine] out",9 Jan. 2023,"[""Factually inaccurate"", ""Inadequate support""]"
